typology,curve,candidate_frame,window_start,window_end
b3,curve_85,14,11,17
b3,curve_85,15,12,18
b3,curve_85,16,13,19
b3,curve_85,34,31,37
b3,curve_85,35,32,38
b3,curve_85,36,33,39
b3,curve_85,39,36,42
b3,curve_85,40,37,43
b3,curve_85,55,52,58
b3,curve_85,56,53,59
b3,curve_85,57,54,60
b3,curve_86,13,10,16
b3,curve_86,14,11,17
b3,curve_86,15,12,18
b3,curve_86,39,36,42
b3,curve_86,40,37,43
b3,curve_86,41,38,44
b3,curve_86,44,41,47
b3,curve_86,45,42,48
b3,curve_86,54,51,57
b3,curve_86,55,52,58
b3,curve_86,56,53,59
b3,curve_86,57,54,60
b3,curve_86,58,55,61
b3,curve_87,14,11,17
b3,curve_87,15,12,18
b3,curve_87,16,13,19
b3,curve_87,40,37,43
b3,curve_87,41,38,44
b3,curve_87,42,39,45
b3,curve_87,45,42,48
b3,curve_87,46,43,49
b3,curve_87,47,44,50
b3,curve_87,59,56,62
b3,curve_87,60,57,63
b3,curve_88,14,11,17
b3,curve_88,15,12,18
b3,curve_88,16,13,19
b3,curve_88,37,34,40
b3,curve_88,38,35,41
b3,curve_88,39,36,42
b3,curve_88,40,37,43
b3,curve_88,41,38,44
b3,curve_88,42,39,45
b3,curve_88,43,40,46
b3,curve_88,44,41,47
b3,curve_88,58,55,61
b3,curve_88,59,56,62
b3,curve_88,60,57,63
b3,curve_89,13,10,16
b3,curve_89,14,11,17
b3,curve_89,15,12,18
b3,curve_89,34,31,37
b3,curve_89,35,32,38
b3,curve_89,36,33,39
b3,curve_89,39,36,42
b3,curve_89,40,37,43
b3,curve_89,50,47,53
b3,curve_89,51,48,54
b3,curve_90,13,10,16
b3,curve_90,14,11,17
b3,curve_90,15,12,18
b3,curve_90,16,13,19
b3,curve_90,37,34,40
b3,curve_90,38,35,41
b3,curve_90,39,36,42
b3,curve_90,42,39,45
b3,curve_90,43,40,46
b3,curve_90,44,41,47
b3,curve_90,58,55,61
b3,curve_90,59,56,62
b3,curve_90,60,57,63
b3,curve_91,14,11,17
b3,curve_91,15,12,18
b3,curve_91,16,13,19
b3,curve_91,40,37,43
b3,curve_91,41,38,44
b3,curve_91,42,39,45
b3,curve_91,45,42,48
b3,curve_91,46,43,49
b3,curve_91,47,44,50
b3,curve_91,56,53,59
b3,curve_91,57,54,60
b3,curve_91,63,60,66
b3,curve_92,14,11,17
b3,curve_92,15,12,18
b3,curve_92,16,13,19
b3,curve_92,40,37,43
b3,curve_92,41,38,44
b3,curve_92,42,39,45
b3,curve_92,43,40,46
b3,curve_92,44,41,47
b3,curve_92,45,42,48
b3,curve_92,46,43,49
b3,curve_92,47,44,50
b3,curve_92,65,62,68
b3,curve_92,66,63,69
b3,curve_92,67,64,70
b3,curve_93,14,11,17
b3,curve_93,15,12,18
b3,curve_93,16,13,19
b3,curve_93,34,31,37
b3,curve_93,35,32,38
b3,curve_93,36,33,39
b3,curve_93,39,36,42
b3,curve_93,40,37,43
b3,curve_93,62,59,65
b3,curve_94,13,10,16
b3,curve_94,14,11,17
b3,curve_94,15,12,18
b3,curve_94,16,13,19
b3,curve_94,37,34,40
b3,curve_94,38,35,41
b3,curve_94,39,36,42
b3,curve_94,40,37,43
b3,curve_94,41,38,44
b3,curve_94,42,39,45
b3,curve_94,43,40,46
b3,curve_94,44,41,47
b3,curve_94,58,55,61
b3,curve_94,59,56,62
b3,curve_94,60,57,63
b3,curve_95,14,11,17
b3,curve_95,15,12,18
b3,curve_95,16,13,19
b3,curve_95,34,31,37
b3,curve_95,35,32,38
b3,curve_95,36,33,39
b3,curve_95,39,36,42
b3,curve_95,40,37,43
b3,curve_95,55,52,58
b3,curve_95,56,53,59
b3,curve_95,57,54,60
b3,curve_96,14,11,17
b3,curve_96,15,12,18
b3,curve_96,16,13,19
b3,curve_96,38,35,41
b3,curve_96,39,36,42
b3,curve_96,40,37,43
b3,curve_96,42,39,45
b3,curve_96,43,40,46
b3,curve_96,44,41,47
b3,curve_96,60,57,63
b3,curve_96,61,58,64
b3,curve_96,62,59,65
b3,curve_97,13,10,16
b3,curve_97,14,11,17
b3,curve_97,15,12,18
b3,curve_97,33,30,36
b3,curve_97,34,31,37
b3,curve_97,35,32,38
b3,curve_97,38,35,41
b3,curve_97,39,36,42
b3,curve_97,40,37,43
b3,curve_97,48,45,51
b3,curve_97,49,46,52
b3,curve_97,50,47,53
b3,curve_97,51,48,54
b3,curve_97,56,53,59
b3,curve_97,57,54,60
b3,curve_98,14,11,17
b3,curve_98,15,12,18
b3,curve_98,16,13,19
b3,curve_98,40,37,43
b3,curve_98,41,38,44
b3,curve_98,42,39,45
b3,curve_98,44,41,47
b3,curve_98,45,42,48
b3,curve_98,46,43,49
b3,curve_98,60,57,63
b3,curve_98,61,58,64
b3,curve_98,62,59,65
b3,curve_99,13,10,16
b3,curve_99,14,11,17
b3,curve_99,15,12,18
b3,curve_99,16,13,19
b3,curve_99,38,35,41
b3,curve_99,39,36,42
b3,curve_99,40,37,43
b3,curve_99,42,39,45
b3,curve_99,43,40,46
b3,curve_99,44,41,47
b3,curve_99,59,56,62
b3,curve_99,60,57,63
b3,curve_99,68,65,71
b3,curve_99,69,66,72
