typology,curve,candidate_frame,window_start,window_end,combined_intensity,l2_intensity,dssim_intensity
t1-1,curve_86,11,8,14,0.9952668925375584,0.99053380333348,0.9999999817416368
t1-1,curve_86,12,9,15,0.9987943315725307,0.9999999999959042,0.9975886631491572
t1-1,curve_86,13,10,16,0.8555423568123299,0.8556547593950884,0.8554299542295714
t1-1,curve_87,10,7,13,0.7676161667646357,0.7673975641921269,0.7678347693371445
t1-1,curve_87,11,8,14,0.9942332003230965,0.9884664187846709,0.9999999818615221
t1-1,curve_87,12,9,15,0.9848190238919979,0.999999999995951,0.9696380477880449
t1-1,curve_87,13,10,16,0.8074052549488062,0.8201996361623609,0.7946108737352515
t1-1,curve_88,10,7,13,0.7962522611608042,0.8071685943608913,0.785335927960717
t1-1,curve_88,11,8,14,0.9997611926978706,0.999522403607954,0.9999999817877872
t1-1,curve_88,12,9,15,0.9924915956229834,0.999999999995997,0.9849831912499698
t1-1,curve_88,13,10,16,0.8279489817028804,0.8244204209705887,0.8314775424351721
t1-1,curve_89,10,7,13,0.8207288152019205,0.8205933777478688,0.8208642526559724
t1-1,curve_89,11,8,14,0.9999999904992078,0.9999999999959623,0.9999999810024532
t1-1,curve_89,12,9,15,0.9689022134481033,0.9715014474755953,0.9663029794206114
t1-1,curve_89,13,10,16,0.7998632972678156,0.7840683231821851,0.815658271353446
t1-1,curve_90,11,8,14,0.9666949215138794,0.9333898607140908,0.9999999823136679
t1-1,curve_90,12,9,15,0.9911151536211407,0.999999999995995,0.9822303072462865
t1-1,curve_90,13,10,16,0.8222855566657068,0.8321845313741666,0.8123865819572471
t1-1,curve_91,11,8,14,0.9880328394243864,0.9760656969401379,0.9999999819086348
t1-1,curve_91,12,9,15,0.9928302720450835,0.9999999999959622,0.9856605440942048
t1-1,curve_91,13,10,16,0.8217783619443564,0.8284812022602089,0.8150755216285039
t1-1,curve_92,10,7,13,0.8199194042996273,0.8214048356819768,0.8184339729172778
t1-1,curve_92,11,8,14,0.999999990589632,0.9999999999959966,0.9999999811832672
t1-1,curve_92,12,9,15,0.969998586374485,0.9747754784203111,0.9652216943286589
t1-1,curve_92,13,10,16,0.7950647865249036,0.7817811165307476,0.8083484565190597
t1-1,curve_93,10,7,13,0.7472926572069065,0.7612427937284238,0.7333425206853893
t1-1,curve_93,11,8,14,0.9922316200422909,0.9844632582161135,0.9999999818684684
t1-1,curve_93,12,9,15,0.9989068503530361,0.9999999999959731,0.9978137007100991
t1-1,curve_93,13,10,16,0.8528961608732175,0.851384781314273,0.8544075404321622
t1-1,curve_94,10,7,13,0.7656309857705295,0.7779827738964828,0.7532791976445762
t1-1,curve_94,11,8,14,0.9988042147738787,0.9976084479055298,0.9999999816422276
t1-1,curve_94,12,9,15,0.999583233519802,0.9999999999958916,0.9991664670437124
t1-1,curve_94,13,10,16,0.8511305118431771,0.846023602980215,0.8562374207061394
t1-1,curve_95,10,7,13,0.8162662784126369,0.8200371868380135,0.8124953699872602
t1-1,curve_95,11,8,14,0.9999999907133703,0.9999999999960731,0.9999999814306675
t1-1,curve_95,12,9,15,0.9812225301869706,0.988054925719474,0.9743901346544673
t1-1,curve_95,13,10,16,0.7954448313233375,0.7810691056663437,0.8098205569803313
t1-1,curve_96,10,7,13,0.7641501418578451,0.7691319511376724,0.7591683325780177
t1-1,curve_96,11,8,14,0.9973876403300225,0.99477529883056,0.9999999818294849
t1-1,curve_96,12,9,15,0.9864127780967837,0.9999999999959177,0.9728255561976499
t1-1,curve_96,13,10,16,0.8087166006919415,0.8175669530063695,0.7998662483775134
t1-1,curve_97,11,8,14,0.9857719288135001,0.9770742898805471,0.9944695677464531
t1-1,curve_97,12,9,15,0.9999999908055384,0.9999999999957611,0.9999999816153157
t1-1,curve_97,13,10,16,0.8559050105989338,0.8626809587801545,0.849129062417713
t1-1,curve_98,10,7,13,0.769424835006805,0.7809011686188085,0.7579485013948015
t1-1,curve_98,11,8,14,0.9998630327953324,0.9997260841136328,0.999999981477032
t1-1,curve_98,12,9,15,0.9978800400839182,0.9999999999958584,0.9957600801719779
t1-1,curve_98,13,10,16,0.8439986945513323,0.8380750173526348,0.8499223717500296
t1-1,curve_99,11,8,14,0.9844687008700121,0.9800843025034621,0.9888530992365621
t1-1,curve_99,12,9,15,0.9999999907673508,0.9999999999956422,0.9999999815390594
t1-1,curve_99,13,10,16,0.8377450098113532,0.8403384885832476,0.835151531039459
